,mean,se_mean,sd,2.5%,25%,50%,75%,97.5%,n_eff,Rhat
decay[9],-inf,,inf,-176976258284364828174331879002054887809179865603603681344428278397970204900421712605352322936960681817074639825554466859581142024857833674240038173514533280948643447114410552218157210699687744262960937339780634762108403746277173699510032413150650321832384187603126763305850816832994774020568406911857205444608.00000,-153412571078437353964564651087918299757463039148867969696075277589131822102292805459276134385377339744528300437377516880248196828762213948138748081278908324555763408763056194002249451339345673543505318573051701353603806042836495083028208584617417931389725098409637999043785623396522623899747501230160517005312.00000,-124118428460695005132301542043756547482611931102354327516916158528706445207882194160119411179641824097566563249216763843307617171710628963595723804258399075647633707441290406035621045291769491041420393335065063267857804811193091795476545934064610871735327697534190576104414948313039268767103986468112190930944.00000,-85906634468473825642333551545406261589757127229003931447484043545302925609995108422385273894532229681670265457658791420381905421224701056905268681075121931477196820922225206793832152786568736989847236464165383163496592530051831821605604499022104222564894801564305298436293023831312827153557489046679376101376.00000,-28366570626722184686747326060661900190231930995726055976944376683625578545075092062931781991032452857849814657111945556105619240149292038521576045135277927742062013242049618922083950612449051755426586983548195267494374492474016639863455034044600491585349667452053522783456410689106731757929024999274630348800.00000,,
decay[10],-inf,,inf,-176976258284364828174331879002054887809179865603603681344428278397970204900421712605352322936960681817074639825554466859581142024857833674240038173514533280948643447114410552218157210699687744262960937339780634762108403746277173699510032413150650321832384187603126763305850816832994774020568406911857205444608.00000,-153412571078437353964564651087918299757463039148867969696075277589131822102292805459276134385377339744528300437377516880248196828762213948138748081278908324555763408763056194002249451339345673543505318573051701353603806042836495083028208584617417931389725098409637999043785623396522623899747501230160517005312.00000,-124118428460695005132301542043756547482611931102354327516916158528706445207882194160119411179641824097566563249216763843307617171710628963595723804258399075647633707441290406035621045291769491041420393335065063267857804811193091795476545934064610871735327697534190576104414948313039268767103986468112190930944.00000,-85906634468473825642333551545406261589757127229003931447484043545302925609995108422385273894532229681670265457658791420381905421224701056905268681075121931477196820922225206793832152786568736989847236464165383163496592530051831821605604499022104222564894801564305298436293023831312827153557489046679376101376.00000,-28366570626722184686747326060661900190231930995726055976944376683625578545075092062931781991032452857849814657111945556105619240149292038521576045135277927742062013242049618922083950612449051755426586983548195267494374492474016639863455034044600491585349667452053522783456410689106731757929024999274630348800.00000,,
decay[11],-inf,,inf,-176976258284364828174331879002054887809179865603603681344428278397970204900421712605352322936960681817074639825554466859581142024857833674240038173514533280948643447114410552218157210699687744262960937339780634762108403746277173699510032413150650321832384187603126763305850816832994774020568406911857205444608.00000,-153412571078437353964564651087918299757463039148867969696075277589131822102292805459276134385377339744528300437377516880248196828762213948138748081278908324555763408763056194002249451339345673543505318573051701353603806042836495083028208584617417931389725098409637999043785623396522623899747501230160517005312.00000,-124118428460695005132301542043756547482611931102354327516916158528706445207882194160119411179641824097566563249216763843307617171710628963595723804258399075647633707441290406035621045291769491041420393335065063267857804811193091795476545934064610871735327697534190576104414948313039268767103986468112190930944.00000,-85906634468473825642333551545406261589757127229003931447484043545302925609995108422385273894532229681670265457658791420381905421224701056905268681075121931477196820922225206793832152786568736989847236464165383163496592530051831821605604499022104222564894801564305298436293023831312827153557489046679376101376.00000,-28366570626722184686747326060661900190231930995726055976944376683625578545075092062931781991032452857849814657111945556105619240149292038521576045135277927742062013242049618922083950612449051755426586983548195267494374492474016639863455034044600491585349667452053522783456410689106731757929024999274630348800.00000,,
decay[12],-inf,,inf,-176976258284364828174331879002054887809179865603603681344428278397970204900421712605352322936960681817074639825554466859581142024857833674240038173514533280948643447114410552218157210699687744262960937339780634762108403746277173699510032413150650321832384187603126763305850816832994774020568406911857205444608.00000,-153412571078437353964564651087918299757463039148867969696075277589131822102292805459276134385377339744528300437377516880248196828762213948138748081278908324555763408763056194002249451339345673543505318573051701353603806042836495083028208584617417931389725098409637999043785623396522623899747501230160517005312.00000,-124118428460695005132301542043756547482611931102354327516916158528706445207882194160119411179641824097566563249216763843307617171710628963595723804258399075647633707441290406035621045291769491041420393335065063267857804811193091795476545934064610871735327697534190576104414948313039268767103986468112190930944.00000,-85906634468473825642333551545406261589757127229003931447484043545302925609995108422385273894532229681670265457658791420381905421224701056905268681075121931477196820922225206793832152786568736989847236464165383163496592530051831821605604499022104222564894801564305298436293023831312827153557489046679376101376.00000,-28366570626722184686747326060661900190231930995726055976944376683625578545075092062931781991032452857849814657111945556105619240149292038521576045135277927742062013242049618922083950612449051755426586983548195267494374492474016639863455034044600491585349667452053522783456410689106731757929024999274630348800.00000,,
decay[13],-inf,,inf,-176976258284364828174331879002054887809179865603603681344428278397970204900421712605352322936960681817074639825554466859581142024857833674240038173514533280948643447114410552218157210699687744262960937339780634762108403746277173699510032413150650321832384187603126763305850816832994774020568406911857205444608.00000,-153412571078437353964564651087918299757463039148867969696075277589131822102292805459276134385377339744528300437377516880248196828762213948138748081278908324555763408763056194002249451339345673543505318573051701353603806042836495083028208584617417931389725098409637999043785623396522623899747501230160517005312.00000,-124118428460695005132301542043756547482611931102354327516916158528706445207882194160119411179641824097566563249216763843307617171710628963595723804258399075647633707441290406035621045291769491041420393335065063267857804811193091795476545934064610871735327697534190576104414948313039268767103986468112190930944.00000,-85906634468473825642333551545406261589757127229003931447484043545302925609995108422385273894532229681670265457658791420381905421224701056905268681075121931477196820922225206793832152786568736989847236464165383163496592530051831821605604499022104222564894801564305298436293023831312827153557489046679376101376.00000,-28366570626722184686747326060661900190231930995726055976944376683625578545075092062931781991032452857849814657111945556105619240149292038521576045135277927742062013242049618922083950612449051755426586983548195267494374492474016639863455034044600491585349667452053522783456410689106731757929024999274630348800.00000,,
decay[14],-inf,,inf,-176976258284364828174331879002054887809179865603603681344428278397970204900421712605352322936960681817074639825554466859581142024857833674240038173514533280948643447114410552218157210699687744262960937339780634762108403746277173699510032413150650321832384187603126763305850816832994774020568406911857205444608.00000,-153412571078437353964564651087918299757463039148867969696075277589131822102292805459276134385377339744528300437377516880248196828762213948138748081278908324555763408763056194002249451339345673543505318573051701353603806042836495083028208584617417931389725098409637999043785623396522623899747501230160517005312.00000,-124118428460695005132301542043756547482611931102354327516916158528706445207882194160119411179641824097566563249216763843307617171710628963595723804258399075647633707441290406035621045291769491041420393335065063267857804811193091795476545934064610871735327697534190576104414948313039268767103986468112190930944.00000,-85906634468473825642333551545406261589757127229003931447484043545302925609995108422385273894532229681670265457658791420381905421224701056905268681075121931477196820922225206793832152786568736989847236464165383163496592530051831821605604499022104222564894801564305298436293023831312827153557489046679376101376.00000,-28366570626722184686747326060661900190231930995726055976944376683625578545075092062931781991032452857849814657111945556105619240149292038521576045135277927742062013242049618922083950612449051755426586983548195267494374492474016639863455034044600491585349667452053522783456410689106731757929024999274630348800.00000,,
decay[15],-inf,,inf,-176976258284364828174331879002054887809179865603603681344428278397970204900421712605352322936960681817074639825554466859581142024857833674240038173514533280948643447114410552218157210699687744262960937339780634762108403746277173699510032413150650321832384187603126763305850816832994774020568406911857205444608.00000,-153412571078437353964564651087918299757463039148867969696075277589131822102292805459276134385377339744528300437377516880248196828762213948138748081278908324555763408763056194002249451339345673543505318573051701353603806042836495083028208584617417931389725098409637999043785623396522623899747501230160517005312.00000,-124118428460695005132301542043756547482611931102354327516916158528706445207882194160119411179641824097566563249216763843307617171710628963595723804258399075647633707441290406035621045291769491041420393335065063267857804811193091795476545934064610871735327697534190576104414948313039268767103986468112190930944.00000,-85906634468473825642333551545406261589757127229003931447484043545302925609995108422385273894532229681670265457658791420381905421224701056905268681075121931477196820922225206793832152786568736989847236464165383163496592530051831821605604499022104222564894801564305298436293023831312827153557489046679376101376.00000,-28366570626722184686747326060661900190231930995726055976944376683625578545075092062931781991032452857849814657111945556105619240149292038521576045135277927742062013242049618922083950612449051755426586983548195267494374492474016639863455034044600491585349667452053522783456410689106731757929024999274630348800.00000,,
decay[16],-inf,,inf,-176976258284364828174331879002054887809179865603603681344428278397970204900421712605352322936960681817074639825554466859581142024857833674240038173514533280948643447114410552218157210699687744262960937339780634762108403746277173699510032413150650321832384187603126763305850816832994774020568406911857205444608.00000,-153412571078437353964564651087918299757463039148867969696075277589131822102292805459276134385377339744528300437377516880248196828762213948138748081278908324555763408763056194002249451339345673543505318573051701353603806042836495083028208584617417931389725098409637999043785623396522623899747501230160517005312.00000,-124118428460695005132301542043756547482611931102354327516916158528706445207882194160119411179641824097566563249216763843307617171710628963595723804258399075647633707441290406035621045291769491041420393335065063267857804811193091795476545934064610871735327697534190576104414948313039268767103986468112190930944.00000,-85906634468473825642333551545406261589757127229003931447484043545302925609995108422385273894532229681670265457658791420381905421224701056905268681075121931477196820922225206793832152786568736989847236464165383163496592530051831821605604499022104222564894801564305298436293023831312827153557489046679376101376.00000,-28366570626722184686747326060661900190231930995726055976944376683625578545075092062931781991032452857849814657111945556105619240149292038521576045135277927742062013242049618922083950612449051755426586983548195267494374492474016639863455034044600491585349667452053522783456410689106731757929024999274630348800.00000,,
decay[17],-inf,,inf,-176976258284364828174331879002054887809179865603603681344428278397970204900421712605352322936960681817074639825554466859581142024857833674240038173514533280948643447114410552218157210699687744262960937339780634762108403746277173699510032413150650321832384187603126763305850816832994774020568406911857205444608.00000,-153412571078437353964564651087918299757463039148867969696075277589131822102292805459276134385377339744528300437377516880248196828762213948138748081278908324555763408763056194002249451339345673543505318573051701353603806042836495083028208584617417931389725098409637999043785623396522623899747501230160517005312.00000,-124118428460695005132301542043756547482611931102354327516916158528706445207882194160119411179641824097566563249216763843307617171710628963595723804258399075647633707441290406035621045291769491041420393335065063267857804811193091795476545934064610871735327697534190576104414948313039268767103986468112190930944.00000,-85906634468473825642333551545406261589757127229003931447484043545302925609995108422385273894532229681670265457658791420381905421224701056905268681075121931477196820922225206793832152786568736989847236464165383163496592530051831821605604499022104222564894801564305298436293023831312827153557489046679376101376.00000,-28366570626722184686747326060661900190231930995726055976944376683625578545075092062931781991032452857849814657111945556105619240149292038521576045135277927742062013242049618922083950612449051755426586983548195267494374492474016639863455034044600491585349667452053522783456410689106731757929024999274630348800.00000,,
decay[18],-inf,,inf,-176976258284364828174331879002054887809179865603603681344428278397970204900421712605352322936960681817074639825554466859581142024857833674240038173514533280948643447114410552218157210699687744262960937339780634762108403746277173699510032413150650321832384187603126763305850816832994774020568406911857205444608.00000,-153412571078437353964564651087918299757463039148867969696075277589131822102292805459276134385377339744528300437377516880248196828762213948138748081278908324555763408763056194002249451339345673543505318573051701353603806042836495083028208584617417931389725098409637999043785623396522623899747501230160517005312.00000,-124118428460695005132301542043756547482611931102354327516916158528706445207882194160119411179641824097566563249216763843307617171710628963595723804258399075647633707441290406035621045291769491041420393335065063267857804811193091795476545934064610871735327697534190576104414948313039268767103986468112190930944.00000,-85906634468473825642333551545406261589757127229003931447484043545302925609995108422385273894532229681670265457658791420381905421224701056905268681075121931477196820922225206793832152786568736989847236464165383163496592530051831821605604499022104222564894801564305298436293023831312827153557489046679376101376.00000,-28366570626722184686747326060661900190231930995726055976944376683625578545075092062931781991032452857849814657111945556105619240149292038521576045135277927742062013242049618922083950612449051755426586983548195267494374492474016639863455034044600491585349667452053522783456410689106731757929024999274630348800.00000,,
decay[19],-inf,,inf,-176976258284364828174331879002054887809179865603603681344428278397970204900421712605352322936960681817074639825554466859581142024857833674240038173514533280948643447114410552218157210699687744262960937339780634762108403746277173699510032413150650321832384187603126763305850816832994774020568406911857205444608.00000,-153412571078437353964564651087918299757463039148867969696075277589131822102292805459276134385377339744528300437377516880248196828762213948138748081278908324555763408763056194002249451339345673543505318573051701353603806042836495083028208584617417931389725098409637999043785623396522623899747501230160517005312.00000,-124118428460695005132301542043756547482611931102354327516916158528706445207882194160119411179641824097566563249216763843307617171710628963595723804258399075647633707441290406035621045291769491041420393335065063267857804811193091795476545934064610871735327697534190576104414948313039268767103986468112190930944.00000,-85906634468473825642333551545406261589757127229003931447484043545302925609995108422385273894532229681670265457658791420381905421224701056905268681075121931477196820922225206793832152786568736989847236464165383163496592530051831821605604499022104222564894801564305298436293023831312827153557489046679376101376.00000,-28366570626722184686747326060661900190231930995726055976944376683625578545075092062931781991032452857849814657111945556105619240149292038521576045135277927742062013242049618922083950612449051755426586983548195267494374492474016639863455034044600491585349667452053522783456410689106731757929024999274630348800.00000,,
decay[20],-inf,,inf,-176976258284364828174331879002054887809179865603603681344428278397970204900421712605352322936960681817074639825554466859581142024857833674240038173514533280948643447114410552218157210699687744262960937339780634762108403746277173699510032413150650321832384187603126763305850816832994774020568406911857205444608.00000,-153412571078437353964564651087918299757463039148867969696075277589131822102292805459276134385377339744528300437377516880248196828762213948138748081278908324555763408763056194002249451339345673543505318573051701353603806042836495083028208584617417931389725098409637999043785623396522623899747501230160517005312.00000,-124118428460695005132301542043756547482611931102354327516916158528706445207882194160119411179641824097566563249216763843307617171710628963595723804258399075647633707441290406035621045291769491041420393335065063267857804811193091795476545934064610871735327697534190576104414948313039268767103986468112190930944.00000,-85906634468473825642333551545406261589757127229003931447484043545302925609995108422385273894532229681670265457658791420381905421224701056905268681075121931477196820922225206793832152786568736989847236464165383163496592530051831821605604499022104222564894801564305298436293023831312827153557489046679376101376.00000,-28366570626722184686747326060661900190231930995726055976944376683625578545075092062931781991032452857849814657111945556105619240149292038521576045135277927742062013242049618922083950612449051755426586983548195267494374492474016639863455034044600491585349667452053522783456410689106731757929024999274630348800.00000,,
decay[21],-inf,,inf,-176976258284364828174331879002054887809179865603603681344428278397970204900421712605352322936960681817074639825554466859581142024857833674240038173514533280948643447114410552218157210699687744262960937339780634762108403746277173699510032413150650321832384187603126763305850816832994774020568406911857205444608.00000,-153412571078437353964564651087918299757463039148867969696075277589131822102292805459276134385377339744528300437377516880248196828762213948138748081278908324555763408763056194002249451339345673543505318573051701353603806042836495083028208584617417931389725098409637999043785623396522623899747501230160517005312.00000,-124118428460695005132301542043756547482611931102354327516916158528706445207882194160119411179641824097566563249216763843307617171710628963595723804258399075647633707441290406035621045291769491041420393335065063267857804811193091795476545934064610871735327697534190576104414948313039268767103986468112190930944.00000,-85906634468473825642333551545406261589757127229003931447484043545302925609995108422385273894532229681670265457658791420381905421224701056905268681075121931477196820922225206793832152786568736989847236464165383163496592530051831821605604499022104222564894801564305298436293023831312827153557489046679376101376.00000,-28366570626722184686747326060661900190231930995726055976944376683625578545075092062931781991032452857849814657111945556105619240149292038521576045135277927742062013242049618922083950612449051755426586983548195267494374492474016639863455034044600491585349667452053522783456410689106731757929024999274630348800.00000,,
decay[22],-inf,,inf,-176976258284364828174331879002054887809179865603603681344428278397970204900421712605352322936960681817074639825554466859581142024857833674240038173514533280948643447114410552218157210699687744262960937339780634762108403746277173699510032413150650321832384187603126763305850816832994774020568406911857205444608.00000,-153412571078437353964564651087918299757463039148867969696075277589131822102292805459276134385377339744528300437377516880248196828762213948138748081278908324555763408763056194002249451339345673543505318573051701353603806042836495083028208584617417931389725098409637999043785623396522623899747501230160517005312.00000,-124118428460695005132301542043756547482611931102354327516916158528706445207882194160119411179641824097566563249216763843307617171710628963595723804258399075647633707441290406035621045291769491041420393335065063267857804811193091795476545934064610871735327697534190576104414948313039268767103986468112190930944.00000,-85906634468473825642333551545406261589757127229003931447484043545302925609995108422385273894532229681670265457658791420381905421224701056905268681075121931477196820922225206793832152786568736989847236464165383163496592530051831821605604499022104222564894801564305298436293023831312827153557489046679376101376.00000,-28366570626722184686747326060661900190231930995726055976944376683625578545075092062931781991032452857849814657111945556105619240149292038521576045135277927742062013242049618922083950612449051755426586983548195267494374492474016639863455034044600491585349667452053522783456410689106731757929024999274630348800.00000,,
decay[23],-inf,,inf,-176976258284364828174331879002054887809179865603603681344428278397970204900421712605352322936960681817074639825554466859581142024857833674240038173514533280948643447114410552218157210699687744262960937339780634762108403746277173699510032413150650321832384187603126763305850816832994774020568406911857205444608.00000,-153412571078437353964564651087918299757463039148867969696075277589131822102292805459276134385377339744528300437377516880248196828762213948138748081278908324555763408763056194002249451339345673543505318573051701353603806042836495083028208584617417931389725098409637999043785623396522623899747501230160517005312.00000,-124118428460695005132301542043756547482611931102354327516916158528706445207882194160119411179641824097566563249216763843307617171710628963595723804258399075647633707441290406035621045291769491041420393335065063267857804811193091795476545934064610871735327697534190576104414948313039268767103986468112190930944.00000,-85906634468473825642333551545406261589757127229003931447484043545302925609995108422385273894532229681670265457658791420381905421224701056905268681075121931477196820922225206793832152786568736989847236464165383163496592530051831821605604499022104222564894801564305298436293023831312827153557489046679376101376.00000,-28366570626722184686747326060661900190231930995726055976944376683625578545075092062931781991032452857849814657111945556105619240149292038521576045135277927742062013242049618922083950612449051755426586983548195267494374492474016639863455034044600491585349667452053522783456410689106731757929024999274630348800.00000,,
decay[24],-inf,,inf,-176976258284364828174331879002054887809179865603603681344428278397970204900421712605352322936960681817074639825554466859581142024857833674240038173514533280948643447114410552218157210699687744262960937339780634762108403746277173699510032413150650321832384187603126763305850816832994774020568406911857205444608.00000,-153412571078437353964564651087918299757463039148867969696075277589131822102292805459276134385377339744528300437377516880248196828762213948138748081278908324555763408763056194002249451339345673543505318573051701353603806042836495083028208584617417931389725098409637999043785623396522623899747501230160517005312.00000,-124118428460695005132301542043756547482611931102354327516916158528706445207882194160119411179641824097566563249216763843307617171710628963595723804258399075647633707441290406035621045291769491041420393335065063267857804811193091795476545934064610871735327697534190576104414948313039268767103986468112190930944.00000,-85906634468473825642333551545406261589757127229003931447484043545302925609995108422385273894532229681670265457658791420381905421224701056905268681075121931477196820922225206793832152786568736989847236464165383163496592530051831821605604499022104222564894801564305298436293023831312827153557489046679376101376.00000,-28366570626722184686747326060661900190231930995726055976944376683625578545075092062931781991032452857849814657111945556105619240149292038521576045135277927742062013242049618922083950612449051755426586983548195267494374492474016639863455034044600491585349667452053522783456410689106731757929024999274630348800.00000,,
decay[25],-inf,,inf,-176976258284364828174331879002054887809179865603603681344428278397970204900421712605352322936960681817074639825554466859581142024857833674240038173514533280948643447114410552218157210699687744262960937339780634762108403746277173699510032413150650321832384187603126763305850816832994774020568406911857205444608.00000,-153412571078437353964564651087918299757463039148867969696075277589131822102292805459276134385377339744528300437377516880248196828762213948138748081278908324555763408763056194002249451339345673543505318573051701353603806042836495083028208584617417931389725098409637999043785623396522623899747501230160517005312.00000,-124118428460695005132301542043756547482611931102354327516916158528706445207882194160119411179641824097566563249216763843307617171710628963595723804258399075647633707441290406035621045291769491041420393335065063267857804811193091795476545934064610871735327697534190576104414948313039268767103986468112190930944.00000,-85906634468473825642333551545406261589757127229003931447484043545302925609995108422385273894532229681670265457658791420381905421224701056905268681075121931477196820922225206793832152786568736989847236464165383163496592530051831821605604499022104222564894801564305298436293023831312827153557489046679376101376.00000,-28366570626722184686747326060661900190231930995726055976944376683625578545075092062931781991032452857849814657111945556105619240149292038521576045135277927742062013242049618922083950612449051755426586983548195267494374492474016639863455034044600491585349667452053522783456410689106731757929024999274630348800.00000,,
decay[26],-inf,,inf,-176976258284364828174331879002054887809179865603603681344428278397970204900421712605352322936960681817074639825554466859581142024857833674240038173514533280948643447114410552218157210699687744262960937339780634762108403746277173699510032413150650321832384187603126763305850816832994774020568406911857205444608.00000,-153412571078437353964564651087918299757463039148867969696075277589131822102292805459276134385377339744528300437377516880248196828762213948138748081278908324555763408763056194002249451339345673543505318573051701353603806042836495083028208584617417931389725098409637999043785623396522623899747501230160517005312.00000,-124118428460695005132301542043756547482611931102354327516916158528706445207882194160119411179641824097566563249216763843307617171710628963595723804258399075647633707441290406035621045291769491041420393335065063267857804811193091795476545934064610871735327697534190576104414948313039268767103986468112190930944.00000,-85906634468473825642333551545406261589757127229003931447484043545302925609995108422385273894532229681670265457658791420381905421224701056905268681075121931477196820922225206793832152786568736989847236464165383163496592530051831821605604499022104222564894801564305298436293023831312827153557489046679376101376.00000,-28366570626722184686747326060661900190231930995726055976944376683625578545075092062931781991032452857849814657111945556105619240149292038521576045135277927742062013242049618922083950612449051755426586983548195267494374492474016639863455034044600491585349667452053522783456410689106731757929024999274630348800.00000,,
decay[27],-inf,,inf,-176976258284364828174331879002054887809179865603603681344428278397970204900421712605352322936960681817074639825554466859581142024857833674240038173514533280948643447114410552218157210699687744262960937339780634762108403746277173699510032413150650321832384187603126763305850816832994774020568406911857205444608.00000,-153412571078437353964564651087918299757463039148867969696075277589131822102292805459276134385377339744528300437377516880248196828762213948138748081278908324555763408763056194002249451339345673543505318573051701353603806042836495083028208584617417931389725098409637999043785623396522623899747501230160517005312.00000,-124118428460695005132301542043756547482611931102354327516916158528706445207882194160119411179641824097566563249216763843307617171710628963595723804258399075647633707441290406035621045291769491041420393335065063267857804811193091795476545934064610871735327697534190576104414948313039268767103986468112190930944.00000,-85906634468473825642333551545406261589757127229003931447484043545302925609995108422385273894532229681670265457658791420381905421224701056905268681075121931477196820922225206793832152786568736989847236464165383163496592530051831821605604499022104222564894801564305298436293023831312827153557489046679376101376.00000,-28366570626722184686747326060661900190231930995726055976944376683625578545075092062931781991032452857849814657111945556105619240149292038521576045135277927742062013242049618922083950612449051755426586983548195267494374492474016639863455034044600491585349667452053522783456410689106731757929024999274630348800.00000,,
decay[28],-inf,,inf,-176976258284364828174331879002054887809179865603603681344428278397970204900421712605352322936960681817074639825554466859581142024857833674240038173514533280948643447114410552218157210699687744262960937339780634762108403746277173699510032413150650321832384187603126763305850816832994774020568406911857205444608.00000,-153412571078437353964564651087918299757463039148867969696075277589131822102292805459276134385377339744528300437377516880248196828762213948138748081278908324555763408763056194002249451339345673543505318573051701353603806042836495083028208584617417931389725098409637999043785623396522623899747501230160517005312.00000,-124118428460695005132301542043756547482611931102354327516916158528706445207882194160119411179641824097566563249216763843307617171710628963595723804258399075647633707441290406035621045291769491041420393335065063267857804811193091795476545934064610871735327697534190576104414948313039268767103986468112190930944.00000,-85906634468473825642333551545406261589757127229003931447484043545302925609995108422385273894532229681670265457658791420381905421224701056905268681075121931477196820922225206793832152786568736989847236464165383163496592530051831821605604499022104222564894801564305298436293023831312827153557489046679376101376.00000,-28366570626722184686747326060661900190231930995726055976944376683625578545075092062931781991032452857849814657111945556105619240149292038521576045135277927742062013242049618922083950612449051755426586983548195267494374492474016639863455034044600491585349667452053522783456410689106731757929024999274630348800.00000,,
decay[29],-inf,,inf,-176976258284364828174331879002054887809179865603603681344428278397970204900421712605352322936960681817074639825554466859581142024857833674240038173514533280948643447114410552218157210699687744262960937339780634762108403746277173699510032413150650321832384187603126763305850816832994774020568406911857205444608.00000,-153412571078437353964564651087918299757463039148867969696075277589131822102292805459276134385377339744528300437377516880248196828762213948138748081278908324555763408763056194002249451339345673543505318573051701353603806042836495083028208584617417931389725098409637999043785623396522623899747501230160517005312.00000,-124118428460695005132301542043756547482611931102354327516916158528706445207882194160119411179641824097566563249216763843307617171710628963595723804258399075647633707441290406035621045291769491041420393335065063267857804811193091795476545934064610871735327697534190576104414948313039268767103986468112190930944.00000,-85906634468473825642333551545406261589757127229003931447484043545302925609995108422385273894532229681670265457658791420381905421224701056905268681075121931477196820922225206793832152786568736989847236464165383163496592530051831821605604499022104222564894801564305298436293023831312827153557489046679376101376.00000,-28366570626722184686747326060661900190231930995726055976944376683625578545075092062931781991032452857849814657111945556105619240149292038521576045135277927742062013242049618922083950612449051755426586983548195267494374492474016639863455034044600491585349667452053522783456410689106731757929024999274630348800.00000,,
decay[30],-inf,,inf,-176976258284364828174331879002054887809179865603603681344428278397970204900421712605352322936960681817074639825554466859581142024857833674240038173514533280948643447114410552218157210699687744262960937339780634762108403746277173699510032413150650321832384187603126763305850816832994774020568406911857205444608.00000,-153412571078437353964564651087918299757463039148867969696075277589131822102292805459276134385377339744528300437377516880248196828762213948138748081278908324555763408763056194002249451339345673543505318573051701353603806042836495083028208584617417931389725098409637999043785623396522623899747501230160517005312.00000,-124118428460695005132301542043756547482611931102354327516916158528706445207882194160119411179641824097566563249216763843307617171710628963595723804258399075647633707441290406035621045291769491041420393335065063267857804811193091795476545934064610871735327697534190576104414948313039268767103986468112190930944.00000,-85906634468473825642333551545406261589757127229003931447484043545302925609995108422385273894532229681670265457658791420381905421224701056905268681075121931477196820922225206793832152786568736989847236464165383163496592530051831821605604499022104222564894801564305298436293023831312827153557489046679376101376.00000,-28366570626722184686747326060661900190231930995726055976944376683625578545075092062931781991032452857849814657111945556105619240149292038521576045135277927742062013242049618922083950612449051755426586983548195267494374492474016639863455034044600491585349667452053522783456410689106731757929024999274630348800.00000,,
decay[31],-inf,,inf,-176976258284364828174331879002054887809179865603603681344428278397970204900421712605352322936960681817074639825554466859581142024857833674240038173514533280948643447114410552218157210699687744262960937339780634762108403746277173699510032413150650321832384187603126763305850816832994774020568406911857205444608.00000,-153412571078437353964564651087918299757463039148867969696075277589131822102292805459276134385377339744528300437377516880248196828762213948138748081278908324555763408763056194002249451339345673543505318573051701353603806042836495083028208584617417931389725098409637999043785623396522623899747501230160517005312.00000,-124118428460695005132301542043756547482611931102354327516916158528706445207882194160119411179641824097566563249216763843307617171710628963595723804258399075647633707441290406035621045291769491041420393335065063267857804811193091795476545934064610871735327697534190576104414948313039268767103986468112190930944.00000,-85906634468473825642333551545406261589757127229003931447484043545302925609995108422385273894532229681670265457658791420381905421224701056905268681075121931477196820922225206793832152786568736989847236464165383163496592530051831821605604499022104222564894801564305298436293023831312827153557489046679376101376.00000,-28366570626722184686747326060661900190231930995726055976944376683625578545075092062931781991032452857849814657111945556105619240149292038521576045135277927742062013242049618922083950612449051755426586983548195267494374492474016639863455034044600491585349667452053522783456410689106731757929024999274630348800.00000,,
decay[32],-inf,,inf,-176976258284364828174331879002054887809179865603603681344428278397970204900421712605352322936960681817074639825554466859581142024857833674240038173514533280948643447114410552218157210699687744262960937339780634762108403746277173699510032413150650321832384187603126763305850816832994774020568406911857205444608.00000,-153412571078437353964564651087918299757463039148867969696075277589131822102292805459276134385377339744528300437377516880248196828762213948138748081278908324555763408763056194002249451339345673543505318573051701353603806042836495083028208584617417931389725098409637999043785623396522623899747501230160517005312.00000,-124118428460695005132301542043756547482611931102354327516916158528706445207882194160119411179641824097566563249216763843307617171710628963595723804258399075647633707441290406035621045291769491041420393335065063267857804811193091795476545934064610871735327697534190576104414948313039268767103986468112190930944.00000,-85906634468473825642333551545406261589757127229003931447484043545302925609995108422385273894532229681670265457658791420381905421224701056905268681075121931477196820922225206793832152786568736989847236464165383163496592530051831821605604499022104222564894801564305298436293023831312827153557489046679376101376.00000,-28366570626722184686747326060661900190231930995726055976944376683625578545075092062931781991032452857849814657111945556105619240149292038521576045135277927742062013242049618922083950612449051755426586983548195267494374492474016639863455034044600491585349667452053522783456410689106731757929024999274630348800.00000,,
decay[33],-inf,,inf,-176976258284364828174331879002054887809179865603603681344428278397970204900421712605352322936960681817074639825554466859581142024857833674240038173514533280948643447114410552218157210699687744262960937339780634762108403746277173699510032413150650321832384187603126763305850816832994774020568406911857205444608.00000,-153412571078437353964564651087918299757463039148867969696075277589131822102292805459276134385377339744528300437377516880248196828762213948138748081278908324555763408763056194002249451339345673543505318573051701353603806042836495083028208584617417931389725098409637999043785623396522623899747501230160517005312.00000,-124118428460695005132301542043756547482611931102354327516916158528706445207882194160119411179641824097566563249216763843307617171710628963595723804258399075647633707441290406035621045291769491041420393335065063267857804811193091795476545934064610871735327697534190576104414948313039268767103986468112190930944.00000,-85906634468473825642333551545406261589757127229003931447484043545302925609995108422385273894532229681670265457658791420381905421224701056905268681075121931477196820922225206793832152786568736989847236464165383163496592530051831821605604499022104222564894801564305298436293023831312827153557489046679376101376.00000,-28366570626722184686747326060661900190231930995726055976944376683625578545075092062931781991032452857849814657111945556105619240149292038521576045135277927742062013242049618922083950612449051755426586983548195267494374492474016639863455034044600491585349667452053522783456410689106731757929024999274630348800.00000,,
