,mean,se_mean,sd,2.5%,25%,50%,75%,97.5%,n_eff,Rhat
theta_median[5],318.8360555158449,0.050984113692648984,12.11983812175982,295.6431119089581,310.5153326112436,318.6716815950848,326.920108707753,342.9375720365314,56509.815659593594,1.0000499370402796
theta_median[6],253.83991171693512,0.057331549191701435,12.728127053372294,229.72434780102014,245.07155325516192,253.54723108896297,262.16009750168035,279.915783234288,49288.051447176505,0.9999634960926587
theta_median[7],303.2488163170328,0.08735684148241632,19.94720805913922,266.1642321926327,289.47038298524444,302.60382014889524,316.14980069098647,344.2064613293493,52139.923429296796,0.999997747117852
theta_median[8],335.9384793719575,0.10034903776923054,22.201553466184254,294.3285869626817,320.7707290096814,335.0884234231109,350.47040170923077,381.8845332837907,48948.60307874253,0.9999097190718441
theta_median[9],346.19104047327147,0.09972927680240447,22.955610646093508,303.4619149752075,330.10275907711156,345.596125340978,361.36666950113306,392.77162948093405,52982.4894786417,0.999949331413688
theta_median[10],256.3030331667885,0.03928283270416938,9.318750912359612,238.70620702293576,249.8648816285817,256.08992594317067,262.59704287716073,275.0795170378579,56274.262460037455,1.000003029985213
theta_median[11],267.04516309733924,0.03841609293169797,9.040252076608759,249.87708809584808,260.86537646414376,266.8768474364928,273.0765330247468,285.2567726147015,55377.67194586962,0.9999904877487806
theta_median[12],342.4180560825636,0.050920206057241416,11.740413543434384,319.8409156822151,334.5121556961983,342.1820824260235,350.12813816390525,366.22745231078363,53160.18511896996,0.9999957831441159
theta_median[13],225.8247126671585,0.045977707059516565,10.768951317559537,205.3600664810886,218.43818873527806,225.53221962807754,232.92587543370692,247.74560440294988,54859.54604483309,0.9999469938842024
theta_median[14],345.359154918278,0.06242856263200938,14.620499141962755,317.3871944946847,335.314207214984,345.1116176526383,355.0716955145597,374.74577147903796,54847.6125161697,0.9999222585027829
theta_median[15],265.7252903436821,0.068746676324421,16.153961737421586,235.57561957003207,254.69293119401792,265.324092289624,276.2172235279987,298.70569472794057,55214.69622331911,0.9999812818888485
theta_median[16],474.8168881672623,0.14052041063745058,31.49111478270669,415.94354682464734,452.945236823868,473.78169944432284,495.6682332585663,539.0599410528331,50222.375323011205,0.9999553437932619
theta_median[17],585.030639561541,0.1723337593806686,39.17261994087209,511.6510464535043,557.9694232416448,583.6552059940567,610.7103018371124,665.3568625930657,51668.34060655311,0.9999457753788925
theta_median[18],532.5582992852444,0.14894957559507419,35.235346679204376,466.1633843627271,508.4971475585701,531.5636786615046,555.7497542969976,604.7038312969736,55960.109741809734,0.9999712092541791
theta_median[19],243.2544217329951,0.06683506465589129,16.13129971351891,213.3097534905221,232.13436412757983,242.66272307831906,253.8133167163353,276.14481831267096,58254.56659966496,0.9999366348566061
theta_median[20],255.09943480607794,0.03745072857716092,8.640412301768036,238.68246993267022,249.22056866547905,254.92690833049863,260.8506712745526,272.53212882210437,53229.0102772325,1.0000253201240614
theta_median[21],406.069900931803,0.08884214990834556,19.55333982515659,369.18233667507303,392.45595012203853,405.5541691014189,419.03035100041507,445.637447878119,48439.96013617726,1.000006627810524
theta_median[22],255.07799693131236,0.04674161377817404,11.124119854247056,234.02699532375803,247.52784157670504,254.77866253864937,262.4087501382012,277.5825523327088,56640.087257007246,0.9999600994693445
theta_median[23],344.9517463054559,0.06989721782345033,16.442116145272646,313.58912289961717,333.8569857514297,344.65278097139355,355.7823883660749,378.293659831994,55334.45595647135,0.9999386511867722
theta_median[24],301.63074332972184,0.043345886583608315,10.243093695150895,281.9183838115544,294.6457926368863,301.5221092145739,308.40777683650003,322.15267901596667,55842.71307324981,1.000027873428176
theta_median[25],292.63751799391997,0.051763511285066975,12.374293404276388,269.20370712078983,284.0986868086142,292.4037119618238,300.8095315642162,317.49763331357315,57146.99020006609,0.9999293012422825
theta_median[26],278.12116112797156,0.08194452752729053,18.46959475783942,243.28523447939526,265.5145435569254,277.56839781963794,290.2808939706931,315.7381257598318,50801.29956584047,0.9999350240122525
theta_median[27],287.13809537197744,0.08291116852051106,19.039627108634907,251.67031264706876,274.02768794825056,286.5236838416517,299.4189998917231,326.5015581274606,52734.01094283777,0.9999654012309451
theta_median[28],289.3430623692194,0.06242448855187044,14.735882148267718,261.8265557147527,279.17302475443546,288.91561713854685,298.9898317595364,319.2303496948939,55724.0012683468,1.0000073195188786
theta_median[29],225.4495696331125,0.04560016205629034,10.770067435493543,205.06624518549182,218.05664241777674,225.21089925694758,232.5646008098431,247.30989798745517,55783.28337214245,0.9999085856454099
theta_median[30],239.31650209570515,0.0637239131964999,14.6344649539715,211.60483741762687,229.3031299577102,238.9184208726292,248.85738489566603,269.20130087597835,52741.056247996916,0.9999517959376546
theta_median[31],280.0312717755283,0.08149624347066128,18.71570857211524,244.8082602374448,267.2275044825964,279.3958519383142,292.09665186940094,318.61493351086347,52739.665002406015,1.0000263735727353
